chave_acesso
23210617389943000150550010000097161512041920
23210663360234000160550010019559931163152360
23210607342785000120550010005409461621481048
23210625085981000148550010000026931870060302
23210641221516000224550010019521671547971540
23210602916265022996550010003038271985995846
23210618816141000142550010001339441000698366
23210600689975000179550010000091061174661148
23210609524502000609550000005276221367458731
23210615350602002602550010004192534000169910
23210603282301000143550010037164861830465546
23210607029860000105550010000498461352002355
23210623577851000105550010031494161726499650
23210615099833000129550010016992781431882887
23210683044016007306550010000785481966205618
23210605402904001210550010014563581230422157
23210610483444000260550010062138871934322170
23210610483444000260550010062138941402106656
23210618816141000142550010001343801000703350
23210618816141000142550010001343811000703365
23210618816141000142550010001343111000701783
23210603954356000314550030000456221005593460
23210618816141000142550010001343821000703877
23210618816141000142550010001343831000703882
23210618816141000142550010001343841000703898
23210618816141000142550010001343851000703909
23210600017707676653559200000682251786313960
23210632065455000181550010000256391500256390
23210629426809000161550010000261451500261453
23210629180029000184550010000208111500208111
23210604015225000172550010002025061348115131
23210613545808000104550010002460641002068768
23210607216054000219550030054318611100261275
23210607216054000219550030054318621100079849
23210607216054000219550030054318631100066221
23210607206816000115550010025816701305866365
23210620390294000112550010000043641049060617
23210656228356007144550340009202091741603166
23210607029860000105550010000498641005736626
23210618816141000142550010001344911000704967
23210601838723025707550010026524971519679374
23210609497934000155550010004456211504456216
23210609524502000196550000007023951367458739
23210603954356000314550030000456881005593461
23210609524502000609550000005287581367458734
23210673909566000104550010035095491453571310
23210673909566000104550010035095501193147204
23210673909566000104550010035095511135029110
23210663360234000160550010019586711819331363
23210623577851000105550010031538561913545302
23210663388441000122550010002705661000117400
23210615350602002602550010004216181000169915
23210660409075012916550010020219201913285077
23210660409075012916550010020219211998330363
23210660409075012916550010020219221631671128
23210660409075012916550010020219231098121908
23210660409075012916550010020219251702062082
23210660409075012916550010020218871479977737
23210605402904001210550010014582731238738021
23210667620377005426550010005113431005256383
23210618816141000142550010001348871000707620
23210613545808000104550010002472941002118425
23210603282301000143550010037236401430206421
23210607196033002141550070041227561793641774
23210610483444000260550010062277521887539319
23210610483444000260550010062277831204095235
23210602916265022996550010003054741988149544
23210623577851000105550010031575821445152503
23210683044016007306550010000814241610014824
23210609479775000166550010001347091501347090
23210600017707676653559200000693371786283329
23210601838723025707550010026562111969449100
23210618816141000142550010001352001000710850
23210618816141000142550010001352461000712453
23210618816141000142550010001352471000712469
23210613545808000104550010002479091002141394
23210607196579000159550070001170191001101025
23210607196579000159550070001170201001101026
23210604015225000172550010002031291382124110
23210607216054000219550030054438531100126352
23210607216054000219550030054438541100225889
23210610538296000152550030007989581421419624
23210610538296000152550030007989591750359432
23210609524502000609550000005300581367458733
23210656228356007144550340009307561874331370
23210656228356007144550340009307571939732550
