chave_acesso
23210609075014000149550010009408461117247135
23210623577851000105550010031608731061054075
23210623577851000105550010031608741888628619
23210673909566000104550010035160461239519079
23210620390294000112550010000043811049060618
23210607029860000105550010000499021050230666
23210605412431000189550010009502131395973764
23210618816141000142550010001353061000713018
23210618816141000142550010001353921000714012
23210663310411000101550040020866881753713718
23210663310411000101550040020866911674350030
23210613545808000104550010002484581002160234
23210624047905000185550010000063801000054177
23210641600131000278550010011622701765135870
23210609075014000149550010009415221161192312
23210617389943000150550010000097831928922068
23210663360234000160550010019611721725220519
23210607206816000115550010025877231306467564
23210623577851000105550010031630561992171370
23210643214055003637550000031896311577752538
23210643214055003637550000031896321577752543
23210643214055003637550000031896331577752559
23210609524502000609550000005311061367458737
23210608978365000105550000014956191796235148
23210656228356007144550340009356401705345789
23210607206816000115550010025886751306552966
23210615350602002602550010004256231000169913
23210618816141000142550010001356521000715524
23210618816141000142550010001357141000717297
23210618816141000142550010001357151000717308
23210618816141000142550010001357161000717313
23210618816141000142550010001357171000717329
23210618816141000142550010001357181000716834
23210600467702000180550010000274241000286756
23210613545808000104550010002491691002189110
23210603282301000143550010037312991136222466
23210607196033002141550070041453551795144168
23210610483444000260550010062432291602872247
23210605815477000149550010000890991412773609
23210607206816000115550010025894581306639029
23210607206816000115550010025894631306639088
23210623577851000105550010031668651035841850
23210683044016007306550010000845221169323942
23210615099833000129550010017067441102351879
23210605193646000156550010000039551792777474
23210600017707676653559200000706101786250701
23210629180029000184550010000211771500211773
23210632065455000181550010000260101500260103
23210605139918000130550000008981141112519496
23210602916265022996550010003071301875497650
23210660409075012916550010020289941668205121
23210660409075012916550010020289971872461159
23210660409075012916550010020289901507726406
23210601838723025707550010026627621280216370
23210618816141000142550010001359641000718547
23210618816141000142550010001360071000720303
23210604015225000172550010002035481233852367
23210613545808000104550010002498031002210450
23210607216054000219550030054549501100153041
23210607216054000219550030054549511100236440
23210607216054000219550030054549521100110002
23210607216054000219550030054549531100265097
23210609524502000609550000005319561367458732
23210607216054000219550030054557981100303806
23210603282301000143550010037325001003240690
23210673909566000104550010035223341514520622
23210635229640000152550010003472541291611624
23210623577851000105550010031719361019281026
23210620390294000112550010000044001049060615
23210607029860000105550010000499361370752980
23210607206816000115550010025940421307006185
23210607206816000115550010025940441307006201
23210607206816000115550010025940481307006243
23210607206816000115550010025940581307006347
23210618816141000142550010001361001000721398
23210632906750000113550010000074251784783251
23210609075014000149550010009427601166401633
23210607216054000642550070005567681100033146
23210613545808000104550010002502451002227647
23210613545808000104550010002502781002228709
23210673909566000104550010035238761141221104
23210608811226001580550010000912191033015813
23210605412431000189550010009519071844402969
23210605412431000189550010009519081892051655
23210663360234000160550010019635551108971713
23210623577851000105550010031720211614688830
23210641221516000224550010019620621379475300
23210609524502000609550000005330071367458738
23210606850713000120550010023298271154211212
23210624047905000185550010000064011000054381
23210673909566000104550010035256991195135144
23210607954597000152558900006694611006694618
23210618816141000142550010001364971000725070
23210618816141000142550010001364551000723921
23210618816141000142550010001364981000725379
23210600017707676653559200000718531786210923
23210641395450000108550010000032071682547164
23210684432111000752550030001376951100118608
23210606850713000120550010023308461341771402
23210606850713000120550010023308471242104731
23210663483408000181550001016445411167221243
23210615350602002602550010004291051000169916
23210603282301000143550010037378631672358514
23210607196033002141550070041657461528946963
23210608632682000167550010000080341722122408
23210602916265022996550010003083341935185611
23210663360234000160550010019647431170874143
23210660409075012916550010020330251820900251
23210610483444000260550010062563731088095120
23210683044016007306550010000876061204527346
23210609479775000166550010001354901501354908
23210624047905000185550010000064051000054429
23210604918453000403550010001216761472311080
23210604918453000403550010001216771461801908
23210613545808000104550010002513121002270509
23210613545808000104550010002513151002270578
23210633009911006412550460007552471549904236
23210611198473000161550010001552861001386819
23210605402904001210550010014663551182193710
23210660409075012916550010020342531498669895
23210620524304000165550010011582191481964718
23210601838723025707550010026693541561921296
23210618816141000142550010001367591000726837
23210610704112000420550010000034981504483669
23210618816141000142550010001368081000728569
23210637608550000106550010000001631059912823
23210602843131000166550010001722831501722830
23210613545808000104550010002516491002281620
23210603954356000314550030000461701005593464
23210610538296000152550030008023581838518989
23210673909566000104550010035290191208101820
23210607216054000219550030054661681100200027
23210607216054000219550030054661691100071984
23210607216054000219550030054661701100040559
23210607216054000219550030054661711100180730
23210620390294000112550010000044141049060610
23210631565104018890551200000043181579761443
23210604015225000172550010002041151904291462
23210607029860000105550010000499731438414891
23210618816141000142550010001368781000728989
23210607667439000383550010011459761105987881
23210663483408000181550001016455051915562174
23210663360234000160550010019661721670919250
23210623577851000105550010031790151215610000
23210617855577000188550010000025881940590490
23210609524502000609550000005348321367458739
23210615350602002602550010004319501000169912
23210656228356007144550340009602761888895766
23210656228356007144550340009602771966188071
23210673909566000104550010035326621671813710
23210673909566000104550010035326631582305113
23210673909566000104550010035326641431861731
23210673909566000104550010035326651191519616
23210660409075012916550010020366931143116089
23210615099833000129550010017135971173170250
23210618816141000142550010001371941000731904
23210618816141000142550010001371951000732550
23210624039540000147550010000013841366961099
23210600689975000179550010000093361951532001
23210641600131000278550010011651581432321443
23210600017707676653559200000728641786180712
23210610538296000152550030008044071808880375
23210604973200000181550010000430181024908939
23210613545808000104550010002529511002334065
23210602738277000141550010000326681954976781
23210602764523000130550010002994641002339011
23210663310411000101550040020981611255632653
23210605402904001210550010014704131120381379
23210663483408000181550001016469931112295242
23210610483444000260550010062685961940872482
23210603282301000143550010037452161496370067
